hikeID,hike_name,region,distance_kms,elevation_mts,difficulty_level,stars,num_reviews,user_ratings,route_type_De punto a punto,route_type_Ida y vuelta,dog_friendly,kid_friendly,camping,trekking,near_water,mountain_biking,great_views,bird_watching,climbing,forests,trail_running,historic_place
75,Coba Ruins,quintana roo,5.8,40.0,1,4.8,17,"[{'Charleyne H.': '5'}, {'Julie Martinez': '5'}, {'Jake Dieffenbach': '5'}, {'Diane Philips': '4'}, {'Kurt Bentz': '5'}, {'Bradly Hogan': '4'}, {'María Mendoza Arcos': '5'}, {'The Hiking Hiker': '5'}, {'Kalie Olberding': '5'}, {'Joel Hernandez': '5'}, {'Jason R.': '5'}, {'V Urena': '5'}, {'Victoria Arceneaux': '4'}, {'Jolina De La Cruz': '5'}, {'Fernando Mendez': '5'}, {'Colemen Wilson': '5'}, {'Amy Bullion': '5'}]",0,1,0,1,0,1,0,0,1,0,0,1,0,1
22,Botanical Garden Trail ,quintana roo,1.8,72.0,1,5.0,1,[{'Peter M.': '5'}],0,0,0,1,0,1,0,0,0,1,0,1,0,0
35,Canyon San Lorenzo,coahuila de zaragoza,7.9,491.0,2,4.8,4,"[{'Arturo Garcia Bobadilla': '5'}, {'Cesar Sanchez': '4'}, {'Andrew Villareal': '5'}, {'Emilio Ortiz': '5'}]",0,0,0,0,0,1,0,0,1,0,1,0,0,0
102,El Paseo Rural,baja california,46.8,648.0,2,4.0,2,"[{'Jorge Chau': '3'}, {'Hike Revolution': '5'}]",1,0,0,0,0,1,0,1,0,0,0,0,0,0
180,Piedra Herrada,estado de méxico,3.9,323.0,2,4.7,3,"[{'Enrique Horcasitas': '4'}, {'Fran Ky': '5'}, {'Alex Lusak': '5'}]",0,1,0,0,0,1,0,0,1,1,0,1,0,0
21,Bosque de Chapultepec Main Loop,ciudad de méxico,3.7,77.0,1,4.4,7,"[{'Jeff Harris': '3'}, {'N G': '4'}, {'William Masterson': '5'}, {'Carlos Schnapauff': '4'}, {'Becca Brennan': '5'}, {'Carly Baker': '5'}, {'Chino Lemus': '5'}]",0,0,1,1,0,0,1,0,1,1,0,1,1,0
112,Hierve el Agua,oaxaca,2.6,190.0,1,5.0,1,[{'Nancy G.': '5'}],0,0,0,1,0,1,0,0,1,0,0,0,0,0
160,Paricutin,michoacán,21.1,817.0,2,5.0,4,"[{'Maddie Stocker': '5'}, {'Juan Patiño Flores': '5'}, {'Pat Buechs': '5'}, {'Adam Arney': '5'}]",0,0,0,0,0,1,0,0,1,0,1,0,1,0
178,Pico de Orizaba and Refugio Piedra Grande,puebla,24.5,2226.0,3,5.0,1,[{'Jordan Goethel': '5'}],0,1,0,0,1,1,0,0,1,0,1,0,0,0
163,Parque Jardines de la Hacienda,querétaro,0.6,9.0,1,4.5,2,"[{'Hassan Velázquez': '5'}, {'Paula Valenzuela': '4'}]",0,0,0,1,0,0,0,0,0,0,0,0,1,0
16,"Bench, Nasty, Bluff Trail Loop",baja california sur,9.7,248.0,2,4.7,3,"[{'Daniel Lees': '5'}, {'Andrew D.': '4'}, {'Jeff Schwein': '5'}]",0,0,0,0,0,1,0,0,1,1,0,0,0,0
86,Desierto a Valle del Conejo La Marquesa,ciudad de méxico,28.5,1217.0,2,4.0,6,"[{'Chiara Costanzo': '3'}, {'Michael Grealy': '5'}, {'Chucho Ares': '5'}, {'Pedro Perusquia': '5'}, {'Pedro Perusquia': '1'}, {'Pedro Perusquia': '5'}]",0,1,1,0,0,1,0,1,1,0,0,1,1,0
158,Old Port Trail,baja california sur,1.6,132.0,2,3.0,2,"[{'Denise Crain': '2'}, {'Bill Crain': '4'}]",0,1,1,0,0,1,0,0,1,1,1,0,0,0
84,Cumbres del Ajusco,ciudad de méxico,6.0,648.0,3,4.5,2,"[{'Santiago De León': '5'}, {'Rodolfo Velez': '4'}]",0,0,1,0,0,1,0,0,1,1,0,1,1,0
76,Cofre de Perote via El Conejo,veracruz de ignacio de la llave,12.4,893.0,2,5.0,2,"[{'Jorge Carrillo': '5'}, {'Liliana Arrazola': '5'}]",0,1,0,1,0,1,0,0,1,1,1,1,0,0
235,The Stripe Trail ,nuevo león,1.4,169.0,1,4.5,2,"[{'Alicia Watt': '5'}, {'Jorge Llaguno': '4'}]",0,1,0,1,0,1,1,0,1,1,0,0,0,0
47,Cerritos Corner Beach Walk,baja california sur,3.5,36.0,1,5.0,1,[{'Bill Crain': '5'}],0,1,0,1,0,1,0,0,1,1,0,0,0,0
92,Dzibilchaltun Ruins,yucatán,2.4,13.0,1,4.0,1,[{'Manny Delcharco': '4'}],0,1,0,1,0,0,0,0,0,0,0,0,0,1
197,Pérez T2 Monte Alto Loop,estado de méxico,15.3,679.0,2,4.0,1,[{'Michael Grealy': '4'}],0,0,0,0,0,1,0,0,1,1,0,1,0,0
66,"Cerro el Culebreado via Garryson, Glorieta y Toboganes",jalisco,19.3,478.0,2,4.4,5,"[{'Eduardo 44': '4'}, {'Matthew Coombs': '3'}, {'Rafa Rguez': '5'}, {'Rafa Rguez': '5'}, {'Rafa Rguez': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,0,0
243,Valle de Guadalupe Hot Springs and Ruins,baja california,8.7,116.0,1,4.5,6,"[{'Monica Arellano': '4'}, {'Omar Santiago': '5'}, {'Jen Baker': '4'}, {'Paulo Ernesto Moraes': '5'}, {'Louis Murillo': '4'}, {'Gustavo Pelosi Ambrozio': '5'}]",0,1,0,0,0,1,0,0,1,0,0,0,0,1
176,Pico de Orizaba North Face Trail,veracruz de ignacio de la llave,7.1,1311.0,3,5.0,6,"[{'Jared Beutler': '5'}, {'Jan C.': '5'}, {'Chris Bowler': '5'}, {'Logan Deans': '5'}, {'Arthur Kuritsyn': '5'}, {'Jonas Kublickas': '5'}]",0,1,0,0,0,1,0,0,1,0,1,0,0,0
228,Sotano del Barro,querétaro,9.8,901.0,3,5.0,1,[{'Jorge Carrillo': '5'}],0,1,0,0,1,1,0,0,1,1,1,1,0,0
164,Parque México,ciudad de méxico,1.3,16.0,1,3.7,3,"[{'Paula Valenzuela': '5'}, {'Paula Valenzuela': '5'}, {'Paula Valenzuela': '1'}]",0,0,0,1,0,0,1,0,0,0,0,0,1,0
162,Parque Hundido,ciudad de méxico,1.4,27.0,1,4.0,1,[{'N G': '4'}],0,0,1,1,0,0,0,0,0,0,0,0,1,0
51,Cerro Grande Trail,baja california,11.3,714.0,2,3.0,1,[{'Jose Alfredo Quintero': '3'}],0,1,1,0,0,1,1,0,1,1,1,0,0,0
219,Sendero El Descanso,baja california,19.3,438.0,2,4.5,2,"[{'J R': '4'}, {'Lilian Apodaca': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,0,0
147,Monkey Mountain via Camino Patzcuaro Sur,nayarit,8.0,363.0,2,4.2,6,"[{'Lara Church': '2'}, {'Chris Anderson': '4'}, {'Kirsten Postnikoff': '4'}, {'Laura Dietrich': '5'}, {'George R.': '5'}, {'Fee Isabelle': '5'}]",0,1,0,0,0,1,0,0,1,1,0,1,1,0
25,Brecha del Chile y Camino a Chipinque,nuevo león,7.4,357.0,2,5.0,3,"[{'Marco Garza': '5'}, {'Joaquin Beltran': '5'}, {'Joaquin Beltran': '5'}]",0,0,0,0,0,1,0,0,1,1,0,1,0,0
198,Rancho Lara Trail ,baja california,4.7,105.0,1,4.0,1,[{'Ramses Lopez': '4'}],0,0,0,1,0,1,0,1,1,1,0,1,1,0
134,Los Ocotillos,jalisco,3.5,317.0,1,4.5,2,"[{'Jessica Gilbert': '5'}, {'Daniel Ochoa': '4'}]",0,0,0,0,0,1,0,0,1,0,0,1,0,0
151,Nevado de Colima ,jalisco,11.1,669.0,3,4.7,6,"[{'María Fernanda  Rébora Téllez-Sill': '4'}, {'kermity boi': '4'}, {'Dany Vic': '5'}, {'Mauricio Herrera': '5'}, {'Jessica Gilbert': '5'}, {'Gabriel Garcia rulfo': '5'}]",0,1,1,0,1,1,0,0,1,1,1,1,0,0
141,Mira Cielo de Ruiz,baja california,16.9,1078.0,3,5.0,3,"[{'Arlene Bautista': '5'}, {'Alberto Rincon Jr': '5'}, {'Donna Miller': '5'}]",0,1,0,0,0,1,0,0,1,0,1,0,0,0
127,Laguna Salada via Mex 5,baja california,37.7,294.0,2,5.0,1,[{'Armando Molina': '5'}],1,0,0,0,0,1,0,0,1,0,0,0,0,0
106,El Salto Waterfall Trail,baja california,3.4,90.0,1,3.8,11,"[{'Clau Esco': '5'}, {'francisco otanez': '5'}, {'Jon-Mark Overvold': '4'}, {'Carlos Morales': '4'}, {'Jen Baker': '3'}, {'Geo Bru': '1'}, {'Tom Werder': '4'}, {'Jeremiah Shivers': '5'}, {'Claudia Ulloa ': '5'}, {'Tony Rdz': '5'}, {'Shelly Manjarrez': '1'}]",0,1,0,0,1,1,1,0,0,0,1,0,0,0
114,Iztaccihuatl,estado de méxico,13.4,1387.0,3,5.0,23,"[{'Emmett Hume': '5'}, {'Miguel Vega': '5'}, {'Jorge Carrillo': '5'}, {'Freeman  Smith': '5'}, {'Mychal Wooldridge': '5'}, {'Dennis Van Laerhoven': '4'}, {'Elmer Pinzon': '5'}, {'Jorge Carrillo': '5'}, {'JUAN D.': '5'}, {'Alejandro Reyes Rucker': '5'}, {'Andres Obregon': '5'}, {'Aaron Murray': '5'}, {'Jesus Hache': '5'}, {'Gabrielle Wentling': '5'}, {'Jorge C.': '5'}, {'Rachel Williams': '5'}, {'Enrique Horcasitas': '5'}, {'Mike Pratt': '5'}, {'Jonas Kublickas': '5'}, {'Juan Lopez': '5'}, {'Jorge Gomez': '5'}, {'Zimu Zhou': '5'}, {'George Nunes': '5'}]",0,1,0,0,1,1,0,0,1,1,1,0,1,0
220,Sendero Jaguar,jalisco,1.4,66.0,2,5.0,2,"[{'Lorie Fischer': '5'}, {'Spencer N.': '5'}]",0,0,0,0,0,1,0,0,1,1,1,1,0,0
205,San Carlos Hot Springs,baja california,2.9,67.0,1,4.5,4,"[{'Donna Miller': '5'}, {'Marcos Guzman': '5'}, {'Donna Miller': '5'}, {'Mayra Reyes': '3'}]",0,1,0,1,0,1,1,0,0,0,0,0,0,0
202,Ruiz Summit Trail to Miracielo Mountain,baja california,16.4,1057.0,3,5.0,1,[{'Alberto Rincon Jr': '5'}],0,1,0,0,0,1,0,0,1,1,0,1,1,0
1,"Agave Ridge Trail, Tortilla Rock, Turtle Pond, and Levi's Ridge Loop",jalisco,7.2,490.0,2,3.5,2,"[{'María Fernanda  Rébora Téllez-Sill': '2'}, {'Cassia Johnson': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,1,0
216,Sayulita to San Pancho,nayarit,6.4,259.0,1,3.7,11,"[{'Adriana D.': '5'}, {'Chris Anderson': '4'}, {'Sharon D.': '4'}, {'Bianca Bianca Hawkins': '3'}, {'Batya Bejar': '5'}, {'Hillary Clark': '3'}, {'Bronwyn Crossman': '4'}, {'Yves Pearson': '3'}, {'Yves Pearson': '3'}, {'Yves Pearson': '3'}, {'Mike Battistel': '4'}]",0,1,0,0,0,1,0,0,1,1,0,1,1,0
10,Backside and Coyote Loop Trail,baja california sur,4.3,171.0,2,4.3,4,"[{'Jackie Smith': '5'}, {'Bill Crain': '4'}, {'Julian Higareda': '5'}, {'Michael Laprise': '3'}]",0,0,0,0,0,1,0,1,1,0,0,0,1,0
113,Isla La Roqueta,estado de guerrero,3.2,90.0,1,5.0,2,"[{'Liam Price': '5'}, {'Chris Turner': '5'}]",0,1,0,0,0,1,0,0,1,0,0,0,0,0
43,Cañón Westman,baja california,6.6,293.0,2,5.0,3,"[{'Ignacio Liera Jr.': '5'}, {'David Meakin': '5'}, {'Donna Miller': '5'}]",0,1,0,0,0,1,0,0,1,0,1,0,0,0
166,Parque Natural Mexiquillo Falls,durango,4.0,112.0,1,4.0,2,"[{'Hector Carrillo': '5'}, {'Hector Carrillo': '3'}]",0,1,0,0,0,1,1,0,1,0,0,1,0,0
7,Arroyo El Coyote y Rio Grande,tamaulipas,6.1,37.0,1,4.0,2,"[{'Aide Ab': '5'}, {'Aide Ab': '3'}]",0,0,0,0,0,1,1,0,0,0,0,0,0,0
78,Copper Canyon via Ruta Lomo y Ruta Canon,chihuahua,10.9,851.0,3,3.0,3,"[{'David Covarrubias': '5'}, {'martin Banachiewicz': '2'}, {'martin Banachiewicz': '2'}]",0,0,0,0,0,1,0,0,1,1,1,1,0,0
77,Copete del Águila Loop,nuevo león,11.6,1169.0,2,4.0,1,[{'Raquel H': '4'}],0,0,0,0,0,1,0,0,1,1,0,1,0,0
2,Ajusco (Las Llantas) to 4 Dinamo Loop,ciudad de méxico,23.7,1137.0,2,5.0,1,[{'Jorge Quintero': '5'}],0,0,0,0,0,1,0,1,1,0,1,0,0,0
142,Mirador Cuatro Palos,querétaro,2.3,105.0,1,5.0,5,"[{'Brooklynn Jai': '5'}, {'Derek K': '5'}, {'Alfredo Ac': '5'}, {'Jorge Carrillo': '5'}, {'Nick Lucero': '5'}]",0,1,1,1,1,1,0,0,1,1,0,1,0,0
90,Dona Petra Canyon,baja california,21.4,684.0,2,4.3,3,"[{'Travel Brunch': '4'}, {'Jen Baker': '4'}, {'Mariana Espinosa': '5'}]",0,1,0,0,0,1,0,0,0,1,0,0,0,0
155,Nevado de Toluca from Parque de los Venados,estado de méxico,23.5,1284.0,3,5.0,3,"[{'Cristina Prieto': '5'}, {'Benjamin Diaz': '5'}, {'Laura Vale': '5'}]",0,0,0,0,0,1,0,1,1,1,1,0,1,0
222,Sendero Parque Metropolitano SP-PM-3,baja california,2.1,73.0,1,4.8,4,"[{'Steve Yap': '5'}, {'Barbara Murphy': '4'}, {'Vane Vp': '5'}, {'Monica Vejar Corona': '5'}]",0,0,0,1,0,1,0,1,1,1,0,1,1,0
211,Santa Cruz Trail,baja california,8.2,147.0,2,4.5,2,"[{'Fernando Becerra': '4'}, {'Fernando Becerra': '5'}]",0,0,0,0,0,1,0,1,1,0,0,0,0,0
148,Monkey Mountain via Hiquera Blanca,nayarit,7.4,325.0,2,5.0,9,"[{'David Gonzalez': '5'}, {'Hallie Richmond': '5'}, {'Henry Heyman': '5'}, {'John Berg': '5'}, {'Mariya Santiago': '5'}, {'Lara Church': '5'}, {'Travis Mendoza': '5'}, {'Taylor Moore': '5'}, {'Nicolas Sanchez': '5'}]",0,1,0,0,0,1,0,0,1,1,0,1,1,0
245,Velo de Novia Trail ,estado de méxico,2.1,124.0,1,3.0,4,"[{'Bernardo Cassina': '3'}, {'Pedro Perusquia': '5'}, {'Fran Ky': '2'}, {'Roberto Villaseñor': '2'}]",0,1,0,1,0,1,1,0,1,1,0,1,0,0
240,Toniná Pyramid Hike,chiapas,2.9,87.0,2,4.0,1,[{'Jorge Carrillo': '4'}],0,0,0,1,0,1,0,0,1,1,0,0,0,1
45,Cerrito de La Mina,jalisco,4.8,124.0,2,5.0,1,[{'Rubi Garcia': '5'}],0,0,0,0,0,1,0,0,1,0,1,0,0,0
68,Cerró de las Torres,baja california sur,5.3,251.0,2,3.8,5,"[{'Mariana Medina': '5'}, {'elaine Zuckerman': '2'}, {'Lawrence Pritika': '3'}, {'Raquel Goodman': '4'}, {'Walter lewis': '5'}]",0,1,0,0,0,1,0,0,1,0,0,0,0,0
227,Sierra de Las Mitras,nuevo león,3.9,554.0,2,3.3,3,"[{'Víctor Hernández': '4'}, {'Boris Pineda': '4'}, {'Víctor Hernández': '2'}]",0,1,0,0,0,1,0,0,1,1,1,1,0,0
152,Nevado de Toluca El Fraile Loop Trail,estado de méxico,6.8,644.0,3,4.4,8,"[{'Dennis Van Laerhoven': '4'}, {'Jorge Carrillo': '4'}, {'Flo Sch': '5'}, {'East West Nutrition User': '5'}, {'Fran Ky': '5'}, {'Craig Minoff': '4'}, {'Gilberto Romero': '4'}, {'Kasia Tadajewska': '4'}]",0,0,0,0,0,1,1,0,1,0,1,1,1,0
146,Mission Santa Rosalia de Mulege,baja california sur,0.3,9.0,1,4.0,1,[{'Heather Salyer': '4'}],0,0,0,1,0,0,0,0,1,0,0,0,0,1
173,Picacho del Diablo,baja california,31.9,2631.0,3,4.8,5,"[{'yuri rubi felix': '5'}, {'Emilio Borraz Ortega': '4'}, {'saul borbon': '5'}, {'Betty Barreiro': '5'}, {'Jose Alfredo Quintero': '5'}]",0,1,0,0,1,1,0,0,1,1,0,1,0,0
97,El Cienpies,baja california,5.0,154.0,1,4.8,4,"[{'Daniel Gonzalez Castellot': '5'}, {'Daniel Gonzalez Castellot': '4'}, {""C'sar Saul S"": '5'}, {'Daniel Gonzalez Castellot': '5'}]",0,0,0,0,0,1,0,0,1,0,1,0,1,0
32,Camino al Convento Trail,ciudad de méxico,9.8,429.0,1,4.8,17,"[{'Diego Escobedo': '5'}, {'Alan Hibbard': '5'}, {'Benjamin Diaz': '5'}, {'Raul R': '4'}, {'Ronja B.': '5'}, {'Cristina Prieto': '5'}, {'Annabelle Benin': '5'}, {'Liliana Arrazola': '5'}, {'Fernando Oca': '5'}, {'Benjamin Diaz': '5'}, {'Mau Zepe': '5'}, {'Mau Zepe': '4'}, {'Buzz LightRich': '5'}, {'Iveth Pompa': '5'}, {'Christine  Paulig': '5'}, {'Brenda Guereca': '5'}, {'Raul Rivas': '4'}]",0,0,0,0,0,1,1,0,1,1,0,1,1,0
79,Cora Waterfalls,nayarit,16.6,507.0,2,5.0,1,[{'Alexandre Mollien': '5'}],0,0,1,0,0,1,1,1,0,1,1,1,1,0
98,El Faro Lighthouse,sinaloa,2.4,89.0,2,4.9,7,"[{'Israel Santillan': '5'}, {'Alejandra Flores': '5'}, {'Karen Wallace': '4'}, {'Tina Lazzarone': '5'}, {'Irma Karns': '5'}, {'Dinorah Inzunza': '5'}, {'Gabino Rodriguez': '5'}]",0,1,0,0,0,1,0,0,1,1,0,0,0,1
74,Coahuila Ruta Circular,nuevo león,47.3,2382.0,3,5.0,1,[{'Francisco Garza': '5'}],0,0,0,0,0,1,0,0,1,0,1,0,1,0
126,La Ventana Beach Walk,baja california sur,4.0,11.0,1,5.0,2,"[{'Bill Crain': '5'}, {'Geoffrey Yandl': '5'}]",0,1,0,1,0,1,0,0,0,0,0,0,0,0
212,Santa Maria Oasis Trail,baja california,54.6,1085.0,3,4.0,2,"[{'Ivan Alfredo': '3'}, {'Edgar Garcia': '5'}]",0,1,0,0,0,1,0,0,1,1,0,1,0,0
94,El Carrizo,baja california,6.1,168.0,2,4.2,6,"[{'ramon balderrama': '5'}, {'Wilson R.': '5'}, {'Claudia Lara': '1'}, {'Maria Sandoval': '5'}, {'Fernando Becerra': '5'}, {'Fernando Becerra': '4'}]",0,0,0,0,0,1,1,1,1,0,0,0,1,0
199,Raul Zertuche,coahuila de zaragoza,8.5,205.0,1,3.0,1,[{'Raul Zertuche': '3'}],0,1,1,1,1,1,0,1,1,1,1,0,0,0
171,Peña Rosa,estado de hidalgo,3.7,182.0,1,5.0,1,[{'Chiara Costanzo': '5'}],0,0,0,0,0,1,0,0,1,0,0,1,0,0
150,Mount Sieani Trail ,baja california,7.4,574.0,2,5.0,1,[{'Jaydon La Valla': '5'}],0,1,0,0,0,1,0,0,1,1,0,1,0,0
13,Banco de Arena de Bahía Adaír,sonora,7.4,39.0,1,4.8,4,"[{'Beau Comeaux': '4'}, {'Kaitlin Simek': '5'}, {'Kaitlin Simek': '5'}, {'Kaitlin Simek': '5'}]",0,1,1,1,1,1,0,0,1,1,0,0,0,0
153,Nevado de Toluca Lagoons Loop Trail,estado de méxico,10.6,538.0,2,4.7,10,"[{'Alan Hibbard': '4'}, {'Brenton Ezeofor': '5'}, {'JuanCarlos Leon': '5'}, {'Danya Sanchez': '5'}, {'Josh Baltzer': '5'}, {'Peter Scholz': '5'}, {'JUAN D.': '5'}, {'Jorge Carrillo': '4'}, {'Radka Kleckova': '4'}, {'Claudia Ulloa ': '5'}]",0,0,0,1,0,1,1,0,1,1,0,1,1,0
125,La Raiz Trail,puebla,5.1,186.0,1,5.0,1,[{'Aldo Iván': '5'}],0,0,0,0,0,1,0,0,1,0,0,0,0,0
99,El Mezcalero to La Escondida Loop,chihuahua,10.9,249.0,2,3.7,3,"[{'Veronica Martinez': '3'}, {'Adrián López': '5'}, {'Jimmy Steeler': '3'}]",0,0,0,0,0,1,1,0,0,0,0,0,1,0
131,Las Piedras Niñas y Jiquilpan Jalisco,jalisco,15.6,674.0,2,5.0,2,"[{'David Ramirez': '5'}, {'David Ramirez': '5'}]",0,1,0,0,0,1,0,0,1,0,0,0,0,0
232,Tetakawi Summit ,sonora,2.1,316.0,3,4.6,5,"[{'Liz Garcia': '5'}, {'Andoni Gonzalez': '5'}, {'Zulema Dorame chavez': '5'}, {'Jeff Wellman': '4'}, {'Leonardo Arrieta': '4'}]",0,1,1,0,0,1,0,0,1,0,1,0,1,0
170,Patriotism and Revolution Bicycle Path ,ciudad de méxico,11.1,249.0,1,3.5,2,"[{'Enrique Huato': '5'}, {'Roberto Albores': '2'}]",0,1,1,1,0,0,0,0,1,0,0,0,0,1
62,Cerro del Bachoco,sonora,3.7,266.0,2,4.3,4,"[{'Javier  Vazquez ': '5'}, {'Javier  Vazquez ': '4'}, {'Daniela Salido': '5'}, {'Javier  Vazquez ': '3'}]",0,1,0,0,0,1,0,0,1,1,1,0,0,0
18,Boca de Tomatlan Trail,jalisco,8.0,247.0,2,4.9,27,"[{'Eileen Rittenhouse': '5'}, {'Dan Klingberg': '5'}, {'Tanya Morosoli': '5'}, {'Holly Vest': '5'}, {'Tom P.': '5'}, {'Laura Balboa': '5'}, {'Kaitlin Haefner': '5'}, {'Anna T': '5'}, {'Lia Winter': '5'}, {'Emily White': '5'}, {'Rodolfo F': '5'}, {'Jesus Ibarra': '5'}, {'Riche W.': '4'}, {'Leo Alcala': '5'}, {'Matthew Cummins': '5'}, {'Dany Vic': '5'}, {'Kevin Casey': '5'}, {'C.  Petersman': '4'}, {'Brian Jesmer': '3'}, {'F User': '5'}, {'Christine Wushke': '5'}, {'Jonno Schmidt': '5'}, {'Gerardo Fojo': '5'}, {'Tommy Loe': '5'}, {'Mike Miller': '5'}, {'T Abba': '5'}, {'Ben Riordan': '5'}]",0,1,0,0,0,1,0,0,1,1,0,0,0,0
186,Playa la Cachora Beach Walk,baja california sur,2.4,11.0,1,3.3,3,"[{'Bill Crain': '4'}, {'Denise Crain': '2'}, {'Bill Crain': '4'}]",0,1,1,1,0,1,1,0,1,1,0,0,0,0
56,Cerro Zapotecas,puebla,8.5,279.0,2,4.0,3,"[{'Sadie  Birks': '2'}, {'Ari Gutierrez': '5'}, {'Arzy KatzLvtrov': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,1,0
215,Sayulita to Playa Malpasos Loop,nayarit,2.4,54.0,1,4.0,1,[{'George R.': '4'}],0,0,0,0,0,1,0,0,1,0,0,1,0,0
193,Punta Brava,baja california,5.8,239.0,1,4.0,2,"[{'David Coher': '4'}, {'Monica Arellano': '4'}]",0,1,0,0,1,1,0,0,1,0,0,0,0,0
175,Pico Pirámide,nuevo león,7.4,1380.0,3,4.5,4,"[{'Jorge Camargo': '4'}, {'JuanCarlos Leon': '5'}, {'Jorge Camargo': '5'}, {'Francisco Francisco Bujanos': '4'}]",0,1,0,0,0,1,0,0,1,1,0,0,1,0
116,Juanacatlán a La Manzanilla,jalisco,35.4,1097.0,2,4.0,1,[{'Eduardo 44': '4'}],0,1,0,0,0,1,0,0,1,0,0,0,0,0
52,Cerro Ostotl Tlaxcala,tlaxcala,4.3,214.0,2,2.5,2,"[{'Jorge Carrillo': '4'}, {'Daniel Gaisbacher': '1'}]",0,0,0,0,0,1,0,0,1,1,0,1,0,0
177,Pico de Orizaba South Face Trail,veracruz de ignacio de la llave,3.9,848.0,3,4.8,9,"[{'Sara Atlas': '5'}, {'pepe cernicchiaro': '5'}, {'Wilson R.': '5'}, {'JUAN D.': '5'}, {'Wilson R.': '4'}, {'yona kopolovich': '5'}, {'Nate Beam': '4'}, {'Manuel López': '5'}, {'Jorge Carrillo': '5'}]",0,1,0,0,1,1,0,0,1,0,1,0,0,0
138,Malinche,tlaxcala,12.2,1275.0,3,4.8,29,"[{'Nelson Gonzalez': '5'}, {'Breck Tuttle': '5'}, {'Nelson Gonzalez': '5'}, {'Mercedes Alejandra López Serrano': '5'}, {'Lachie B': '5'}, {'Mychal Wooldridge': '5'}, {'Aldo Silva': '5'}, {'Claudio Sodi': '5'}, {'Saúl RC': '5'}, {'Jorge Carrillo': '4'}, {'JUAN D.': '5'}, {'Vincent Leroy': '5'}, {'Jorge C.': '5'}, {'Para Varios': '2'}, {'Valeria  Lopez': '5'}, {'Miguel Gallo': '5'}, {'Logan Deans': '5'}, {'Chris Bowler': '5'}, {'Ricardo Camargo': '5'}, {'Mathieu Roy': '5'}, {'Oscar Josue Flores Villa': '4'}, {'luke botanist': '5'}, {'Frank Walsh': '5'}, {'Nabor Contreras': '5'}, {'Lucia CT': '5'}, {'Luis Zepeda': '5'}, {'Santiago De León': '5'}, {'Mariel DoSu': '5'}, {'Juan Patiño Flores': '5'}]",0,1,1,0,1,1,0,0,1,1,1,1,0,0
120,La Bufadora Paddle,baja california,5.0,31.0,3,5.0,3,"[{'Jeetu J': '5'}, {'Elizabeth Navarro': '5'}, {'Jeetu J': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,0,0
223,Sendero Teinidad de Melina ,nuevo león,12.7,237.0,1,3.0,1,[{'Alfredo Flores': '3'}],0,1,0,0,0,1,0,0,1,1,1,0,0,0
143,Mirador El Pinal,nuevo león,10.0,612.0,3,4.9,8,"[{'David Chong': '5'}, {'Julio Santiago': '5'}, {'quentin jacques': '5'}, {'Felipe Garcia': '5'}, {'Jaciel Castro': '5'}, {'Josue Montiel': '5'}, {'Joaquin Beltran': '5'}, {'Eduardo Zarate': '4'}]",0,1,1,0,0,1,0,0,0,1,0,1,1,0
230,Teotihuacán Pyramids via Camino de Los Muertos,estado de méxico,4.8,74.0,1,4.6,5,"[{'su l.': '3'}, {'Ezveidy Pastrana': '5'}, {'Javier Alvarez': '5'}, {'Mikey Swift': '5'}, {'Jorge Carrillo': '5'}]",0,0,0,1,0,0,0,0,1,0,0,0,0,1
87,Desierto de los Leones Loop,ciudad de méxico,23.2,1123.0,3,5.0,2,"[{'Petya Lazarova': '5'}, {'Juan Hanna': '5'}]",0,0,1,0,0,1,0,1,1,0,0,1,1,0
50,Cerro Grande,chihuahua,4.0,369.0,1,5.0,1,[{'Alejandro Guerra': '5'}],0,0,0,0,0,1,0,0,1,0,0,0,0,0
111,Hacienda Tres Rios to Mangrove,quintana roo,9.2,30.0,1,3.7,3,"[{'Corbin Chau': '2'}, {'Dmitri Kniazev': '5'}, {'Scott Titterington': '4'}]",0,1,0,0,0,1,0,0,1,1,0,0,1,0
9,Backside and Bench Trail,baja california sur,6.9,270.0,2,3.4,5,"[{'Bill Crain': '4'}, {'Debranne Cingari': '1'}, {'Francisco Ferrer': '3'}, {'Midori Midori': '4'}, {'Alec Michaud': '5'}]",0,1,0,0,0,1,0,0,1,1,0,0,0,0
93,Ek' Balam,yucatán,1.6,20.0,1,4.5,4,"[{'Scott Densmore': '5'}, {'George Wailand': '5'}, {'Conner Davis': '5'}, {'Bryana m': '3'}]",0,1,0,1,0,1,0,0,1,0,0,1,0,0
70,"Chile, Deslavada, Ozelote, Coati II y Coat I",nuevo león,14.3,759.0,2,4.8,5,"[{'Ssoleey Tristán': '5'}, {'Alicia Watt': '4'}, {'Carlos Ruiz Favela': '5'}, {'Samantha Bueno': '5'}, {'Ricardo Del Valle': '5'}]",0,0,0,0,0,1,0,1,1,0,0,1,0,0
46,Cerritos Beach Walk,baja california sur,13.4,114.0,1,4.7,3,"[{'Teresa M.': '5'}, {'Bill Crain': '5'}, {'Bill Crain': '4'}]",0,1,1,0,0,1,0,0,1,1,0,0,1,0
