hikeID,hike_name,region,distance_kms,elevation_mts,difficulty_level,stars,num_reviews,user_ratings,route_type_De punto a punto,route_type_Ida y vuelta,dog_friendly,kid_friendly,camping,trekking,near_water,mountain_biking,great_views,bird_watching,climbing,forests,trail_running,historic_place
192,Puerto Penasco to Golfo de Santa Clara,sonora,353.9,658.0,2,5.0,1,[{'Sandra Griffin': '5'}],0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,Cascadas de Micos,san luis potosí,4.7,134.0,1,5.0,1,[{'Victor  Avalos': '5'}],0,0,0,0,0,1,1,0,0,0,0,0,0,0
48,Cerro El Coronel,baja california,4.5,359.0,3,4.8,26,"[{'Mario Ruiz': '4'}, {'Charly Barajas': '5'}, {'Carlos Moreno': '5'}, {'Carlos Moreno': '5'}, {'Leo Aguilar': '5'}, {'Marie Barthel': '5'}, {'Beatriz Aragón': '5'}, {'Carol Romero': '5'}, {'Beatriz Aragón': '5'}, {'Ana Segedincev': '5'}, {'Michael Garcia': '5'}, {'Janeth Castro': '5'}, {'Kailee G': '5'}, {'francisco otanez': '4'}, {'Claudia Ulloa ': '5'}, {'Mariel Carrasco': '5'}, {'Thalina Irais': '5'}, {'Lupita Real': '5'}, {'Jen Baker': '4'}, {'Manuel Cabrera': '4'}, {'Jonathan Gonzalez-Garcia ': '4'}]",0,1,0,0,0,1,0,0,1,0,0,0,1,0
187,Pozo de Cota Beach Walk,baja california sur,5.5,22.0,1,5.0,1,[{'Morgan Oakland': '5'}],0,1,0,0,0,1,0,0,1,0,0,0,0,0
27,Cabo Banda: Lighthouse Trail,baja california,7.7,246.0,1,4.7,3,"[{'Ashley Mercado': '4'}, {'Donna Miller': '5'}, {'Donna Miller': '5'}]",0,1,0,0,0,1,0,0,1,0,0,0,0,0
207,San Juan Amecac a Tecuanipa,puebla,17.4,448.0,2,1.0,1,[{'Casey  LeTellier': '1'}],0,1,0,0,0,1,0,1,1,1,1,1,1,0
174,Picachos Sendero,baja california,1.8,44.0,2,4.0,1,[{'Cocko Perez': '4'}],0,1,0,0,0,1,0,0,1,0,1,0,0,0
107,El San Miguel,ciudad de méxico,14.0,758.0,3,4.5,11,"[{'Diego Escobedo': '4'}, {'Federico Antoni': '5'}, {'Morten Hellberg': '4'}, {'Leslie Patino': '5'}, {'Rick Glisson': '4'}, {'Jesus Levy': '5'}, {'Radka Kleckova': '4'}, {'Miguel Gallo': '5'}, {'José Ignacio Aldama V.': '5'}, {'saul arizmendi martinez': '5'}, {'Oscar Teuffer': '4'}]",0,1,1,0,0,1,0,0,1,1,1,1,1,0
58,Cerro de el Colli [PRIVATE PROPERTY],jalisco,9.7,327.0,2,3.0,2,"[{'Taylor Blackburn': '1'}, {'Eduardo 44': '5'}]",0,1,0,0,0,1,0,0,1,1,0,0,0,0
30,Camino a La Entrega Loop,oaxaca,6.3,175.0,2,4.0,2,"[{'Matt Altschul': '3'}, {'Jan Potocki': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,0,0
73,Circuito San Miguel,ciudad de méxico,27.2,1274.0,3,4.9,7,"[{'Julien Blaise': '5'}, {'Gabriel De Cárcer': '4'}, {'Katsuya Imanishi': '5'}, {'Pedro Perusquia': '5'}, {'Pedro Perusquia': '5'}, {'Pedro Perusquia': '5'}, {'Pedro Perusquia': '5'}]",0,0,1,0,0,1,0,1,1,0,1,1,0,0
54,Cerro Prieto,baja california,2.3,103.0,2,4.7,3,"[{'Sofia Velazquez': '5'}, {""Muddyface D'solis"": '5'}, {'Luis Lozano': '4'}]",0,0,0,0,0,1,0,0,1,1,0,0,0,0
190,Puente de Dios via Paso Ancho,san luis potosí,6.1,165.0,2,5.0,1,[{'Jorge Carrillo': '5'}],0,1,0,1,1,1,1,0,1,1,0,1,0,0
85,Desierto Leones a Manantiales Rincón San Miguel,ciudad de méxico,8.2,377.0,2,3.8,4,"[{'Chiara Costanzo': '3'}, {'Miguel Gallo': '5'}, {'P Carlos LV': '4'}, {'Michael Grealy': '3'}]",0,1,1,0,0,1,0,1,1,0,0,1,1,0
251,Yelapa Waterfall Trail ,jalisco,4.0,110.0,1,4.8,6,"[{'Nicole Bracco': '5'}, {'Evgenia Kostiaeva': '5'}, {'Mary Humphrey': '5'}, {'Maggie Tilley': '4'}, {'Bryan Hindle': '5'}, {'Kelly Naff': '5'}]",0,1,0,1,0,1,1,0,1,1,0,1,0,0
115,Jicalán,michoacán,2.6,248.0,1,5.0,2,"[{'Liz S. Ortiz': '5'}, {'Liz S. Ortiz': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,1,0
89,Devils Peak via Devil's Canyon Trail,baja california,52.5,2923.0,3,5.0,1,[{'Federico Godinez': '5'}],0,1,0,0,1,1,0,0,1,0,0,0,0,0
95,El Charco del Ingenio ,guanajuato,1.6,39.0,1,4.7,3,"[{'Adriana D.': '5'}, {'Adriana D.': '5'}, {'Edward Hug': '4'}]",0,0,0,1,0,1,0,0,1,1,0,0,0,0
157,Old Filters Trail ,michoacán,10.1,441.0,2,4.5,2,"[{'Orlando Torres': '5'}, {'Pedro Guzman': '4'}]",0,1,0,0,0,1,1,0,1,1,0,1,1,0
20,Bosque de Chapultepec Loop,ciudad de méxico,4.2,118.0,1,4.0,2,"[{'Bernardo Cassina': '3'}, {'Ho De': '5'}]",0,0,0,1,0,1,1,0,0,0,0,1,0,0
103,El Pinal via Brecha El Empalme y Vereda de Cabras,nuevo león,10.8,615.0,2,5.0,3,"[{'Marco Garza': '5'}, {'Marco Garza': '5'}, {'Ben Heath': '5'}]",0,0,0,0,0,1,0,0,1,0,0,0,0,0
167,Paseo de Las Garzas,estado de guerrero,12.6,369.0,1,5.0,1,[{'Donal Clancy': '5'}],0,1,0,0,0,1,0,0,1,0,0,0,0,0
124,La Pila ,ciudad de méxico,19.8,823.0,3,4.3,10,"[{'Julien Blaise': '4'}, {'Ernesto Ba': '4'}, {'Liliana Arrazola': '5'}, {'Pablo Santos': '5'}, {'Pedro Perusquia': '5'}, {'Pedro Perusquia': '5'}, {'Emiliano Aguilar P.': '5'}, {'Juan Leonardo Gonzalez Gomez': '5'}, {'Faafeu Kapeneta': '1'}, {'Michael Grealy': '4'}]",0,1,1,0,0,1,0,1,1,1,0,1,1,0
29,Camino Colonia Mexico,chihuahua,15.3,187.0,2,4.6,7,"[{'Eduardo A Gonzalez M': '5'}, {'Eduardo A Gonzalez M': '5'}, {'Eduardo A Gonzalez M': '5'}, {'Eduardo A Gonzalez M': '5'}, {'Eduardo A Gonzalez M': '3'}, {'Eduardo A Gonzalez M': '5'}, {'Eduardo A Gonzalez M': '4'}]",0,1,0,0,0,1,0,0,1,0,1,0,0,0
140,Milpalta a Tepoztlán,ciudad de méxico,36.2,1356.0,2,5.0,1,[{'Daniel Escamilla': '5'}],0,1,0,0,0,1,0,0,1,0,1,0,0,0
214,Sayulita to Playa Malpasos,nayarit,1.3,36.0,1,4.0,1,[{'Roger R.': '4'}],0,1,0,0,0,1,0,0,1,0,0,0,0,0
231,Tepozteco,morelos,2.1,263.0,2,4.6,25,"[{'Taylor Elise': '5'}, {'Patricia G.': '5'}, {'David Peña-Chavez': '5'}, {'Freeman  Smith': '4'}, {'Petr Hofman': '5'}, {'Elfa Guirado': '5'}, {'Hector Manuel Perez Sanchez': '5'}, {'Lucio Ramirez': '5'}, {'Cezary Oniszczuk': '5'}, {'Katherine White': '5'}, {'Roberto Rozalen': '5'}, {'Janeth Castro': '4'}, {'Beatriz Martinez': '5'}, {'Chris A': '3'}, {'Antonio Cueto': '3'}, {'Mau Zepe': '5'}, {'Uriel  Chavez ': '5'}, {'Ixchel Tucker': '5'}, {'Fran Ky': '5'}, {'Robchik Sk': '5'}, {'Patricio Reynaud': '4'}, {'Mario Aguilar Estrada': '5'}, {'Rob Shearer': '4'}, {'Carlos Villarespe': '5'}, {'Bernat Rubio': '4'}]",0,1,0,0,0,1,0,0,1,0,1,1,0,1
201,Rio Grande de Santiago via La Barranca ,jalisco,10.5,651.0,2,4.4,10,"[{'Tania Vasco': '4'}, {'Maverikc Vargas': '5'}, {'Raul Arellano': '5'}, {'Shelby Witherby': '4'}, {'Sonny Cruz': '4'}, {'Lindsey Meere': '4'}, {'Don Wiens': '4'}, {'Julien Roy': '5'}, {'Mathieu Roy': '5'}, {'Alex Quevedo': '4'}]",0,1,0,0,0,1,1,0,1,1,0,1,1,0
38,Cascada Ensenada Ruta Circular,baja california,15.4,772.0,2,4.0,5,"[{'Kyle Watson': '3'}, {'Jen Baker': '4'}, {'Edde Barragan': '5'}, {'Javier Guadiana': '4'}, {'Javier Guadiana': '4'}]",0,0,0,0,0,1,1,0,1,0,0,0,0,0
181,Pila Trail,baja california sur,1.3,127.0,2,4.0,1,[{'Debranne Cingari': '4'}],0,1,0,0,0,1,0,0,1,1,0,0,0,0
229,Tecolote Beach Walk,baja california sur,2.4,5.0,1,4.3,3,"[{'Bill Crain': '4'}, {'Denise Crain': '5'}, {'Bill Crain': '4'}]",0,1,1,1,0,1,0,0,1,0,0,0,0,0
149,Monte Tlaloc via Rio Frio,estado de méxico,21.6,1176.0,3,4.3,3,"[{'Jorge Carrillo': '5'}, {'Jorge Carrillo': '4'}, {'Mau Zepe': '4'}]",0,1,1,1,0,1,1,1,1,1,1,1,0,1
55,Cerro San Isidro,baja california,7.2,505.0,2,3.8,5,"[{'Jose Alfredo Quintero': '3'}, {'Jose Covarrubias': '5'}, {'Jose Covarrubias': '5'}, {'Jeremiah Shivers': '3'}, {'Jose Alfredo Quintero': '3'}]",0,1,1,0,0,1,0,1,1,1,1,1,1,0
88,"Devils Canyon, Wall Street, Devil's Peak ",baja california,42.5,3287.0,3,5.0,1,"[{""C'sar Saul S"": '5'}]",1,0,0,0,1,1,0,0,1,1,0,0,0,0
244,Valle de Guadelupe Hot Springs,baja california,5.8,101.0,1,5.0,3,"[{'Clau Esco': '5'}, {'Gustavo Pelosi Ambrozio': '5'}, {'Mirna Gonzalez': '5'}]",0,1,0,0,0,1,0,0,0,0,0,0,0,0
217,Sendero Cerra del Borrego ,veracruz de ignacio de la llave,2.4,255.0,1,5.0,1,[{'Dominic R.': '5'}],0,1,0,0,0,1,0,0,1,1,0,1,0,0
161,Parque Guadiana,durango,2.1,27.0,1,2.0,1,[{'Alan Chaparro': '2'}],0,0,1,1,0,0,0,0,0,0,0,0,1,0
101,El Pabellon - Cerro del Mirador,jalisco,2.9,215.0,2,5.0,1,[{'César Uyoa': '5'}],0,1,0,0,0,1,0,0,1,1,0,0,0,0
122,La Moneda Trail,coahuila de zaragoza,16.1,846.0,2,4.0,1,[{'Janneth Masters': '4'}],0,1,0,0,0,1,0,0,1,0,1,0,0,0
11,Baker-Milton Trail Loop,sonora,20.0,228.0,2,3.7,3,"[{'Caroline Rohe': '5'}, {'Mary Raines': '4'}, {'Timothy Ivey': '2'}]",0,0,0,0,0,1,0,0,1,1,0,0,0,0
123,La Paz Beachwalk,baja california sur,4.7,27.0,1,4.7,3,"[{'Bill Crain': '4'}, {'Bill Crain': '5'}, {'Denise Crain': '5'}]",0,1,1,1,0,1,0,0,1,1,0,0,1,0
109,Fisherman's Beach Walk,baja california sur,5.3,40.0,1,4.0,2,"[{'Bill Crain': '4'}, {'Denise Crain': '4'}]",0,1,1,1,0,1,0,0,1,1,0,0,0,0
